First Search Time (GMT),Country ID,All Department (APS) or Category,Site Variant,Device Type,Device Model,"Search Type (Keyword,Visual,Browse)",Session ID,Query ID,Prime Customer (Y/N),Is From External Link (Y/N),Search From External Site (Y/N),First Search Query String,Application Name,App Version,Operating System Name,Operating System Version,Device Type ID,Device Category,Customer IP,Search Method,Keywords,Amazon Business Customer (Y/N),Language,Server,Amazon Fresh Customer (Y/N),Music Subscriber (Y/N),First Browse Node,Last search Time (GMT),Last Department,Last Browse Node,Last Known Customer ID,First Added Item,First Purchased Item,First Consumed Item (Subscription),Number of Clicked Items,Number of Items Added to Cart,Number of Items Ordered,Number of Paid Items Ordered,Number of Free Items Ordered,Units Ordered,Paid Units Ordered,Free Units Ordered,Maximum Purchase Price,Clicked Any Item (Y/N),Added Any Item (Y/N),Purchased Any Item (Y/N),Department Count,Shopping Refinement,Number of Shopping Refinements,Highest Number of Shopping Refinements,Items Consumed (Subscription),Shopping Refinement Pickers,Paid Purchase (Y/N),Item Borrowed (Y/N),Items Borrowed,Next Query Group via Click,Query Abandoned (Y/N),Query Reformulated (Y/N),Amazon Fresh (Y/N),Store Visited
2017-01-21 18:41:51,4,prime-instant-video,PC Browser,Desktop,300789913,ed,254-7385743-6399034,1485024111,1,1,0,"_encoding=UTF8&field-theme_browse-bin=3015965031&node=3279204031,3356019031&pf_rd_i=home&pf_rd_m=A3JWKAKR8XB7XF&pf_rd_p=1011105407&pf_rd_r=WHEBMJKHJ4HTPBCEGPP3&pf_rd_s=center-17&pf_rd_t=12802&search-alias=prime-instant-video",,,Mac OS X,10.11.6,,Generic Desktop,85.127.80.6,,,0,de_DE,www.amazon.de,0,0,3356019031,2017-01-21 18:41:51.0,prime-instant-video,3356019031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,0,1,0,,DE
2018-11-20 23:59:15,4,aps,PC Browser,Desktop,495563502,kw,259-2287797-4421364,1542758354,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&crid=1ZPPLWP73R53D&field-keywords=laptop rucksack&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&keywords=rucksack&oqid=1542758354&qid=1542758289&ref=sr_st_price-desc-rank?__mk_de_DE=%C3%85M%C3%85Z%C3%95%C3%91&rh=i%3Aaps%2Ck%3Arucksack&section=BTF&sort=price-desc-rank&sprefix=laptop ,undefined,209&url=search-alias=aps&version=2",,,macOS,10.14.1,,Generic Desktop,91.119.114.,,laptop rucksack,0,de_DE,www.amazon.de,0,0,301128,2018-11-21 00:30:43.0,computers,1696197031,1143733911,,,,10,0,0,0,0,0,0,0,,1,0,0,2,,0,0,0,,0,0,0,1,0,0,0,DE
2018-11-20 23:27:02,4,aps,PC Browser,Desktop,495563502,kw,259-2287797-4421364,1542756420,0,0,0,"atfLayout=grid&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&fst=as:off&ie=UTF8&keywords=rucksack&oqid=1542756420&page=3&qid=1542754429&ref=sr_pg_3?fst=as%3Aoff&rh=n%3A340843031%2Cn%3A427958031%2Cn%3A430066031%2Cn%3A430119031%2Cn%3A1696197031%2Ck%3Arucksack%2Cp_36%3A428374031&rnid=669059031&section=ATF,BTF&version=2",,,macOS,10.14.1,,Generic Desktop,91.119.114.,,rucksack,0,de_DE,www.amazon.de,0,0,1696197031,2018-11-20 23:58:15.0,aps,301128,1143733911,,,,18,0,0,0,0,0,0,0,,1,0,0,2,669059031,1,1,0,"Eastpak,Fjällräven,Jack Wolfskin,Samsonite,Thule",0,0,0,1,0,0,0,DE
2018-11-20 23:25:48,4,specialty-aps,PC Browser,Desktop,495563502,br,259-2287797-4421364,1542756348,0,0,0,,,,macOS,10.14.1,,Generic Desktop,91.119.114.,,,0,de_DE,www.amazon.de,0,0,9124979031,2018-11-20 23:26:06.0,computers,1696197031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,2,,0,0,0,,0,0,0,1,0,1,0,DE
2017-11-10 10:09:18,4,aps,Mobile Browser,Smartphone,429359475,kw,280-2749959-8405368,1510308558,0,0,0,hvadid=155845739893&hvdev=m&hvlocphy=9044604&hvnetw=g&hvpos=1t1&hvqmt=e&hvrand=5909124199998642919&hvtargid=kwd-2641990435&ie=UTF8&index=aps&keywords=playmobil soldaten&ref=pd_sl_3utioyz3kq_e&tag=hydrdespg-21,,,iOS,11.0.1,,Apple iPhone,178.165.129,,playmobil soldaten,0,de_DE,www.amazon.de,0,0,301128,2017-11-10 10:09:18.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2016-08-21 15:32:30,4,aps,,Desktop,,kw,278-8251636-8531620,1471793549,0,0,0,,,,Mac OS X,10.11.6,,Generic Desktop,93.235.204.,,co-creation,0,de_DE,,,,301128,2016-08-21 15:41:46.0,aps,301128,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-10-23 14:35:15,4,instant-video,,Desktop,,kw,276-9733532-9164864,1477233314,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,85.127.11.1,,iceage 2,0,de_DE,www.amazon.de,,,3010075031,2016-10-23 14:35:15.0,instant-video,3010075031,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-10-17 08:55:31,4,stripbooks,,Desktop,,kw,256-7631027-3617106,1476694530,0,0,0,,,,Windows,10,,Generic Desktop,84.184.30.1,,kleines leben,0,de_DE,www.amazon.de,,,186606,2016-10-17 08:55:31.0,stripbooks,186606,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,428624031,1,1,0,428626031,0,,,0,0,1,,DE
2016-10-17 08:56:12,4,stripbooks,,Desktop,,kw,256-7631027-3617106,1476694571,0,0,0,,,,Windows,10,,Generic Desktop,84.184.30.1,,kleines leben morgenstern,0,de_DE,www.amazon.de,,,186606,2016-10-17 08:56:12.0,stripbooks,186606,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,428624031,1,1,0,428626031,0,,,0,0,1,,DE
2018-11-10 19:22:27,4,kitchen,PC Browser,Desktop,329233371,kw,260-5897568-3602806,1541877746,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=washi tape glitz&url=search-alias=kitchen,,,Mac OS X,10.10.5,,Generic Desktop,91.119.114.,,washi tape glitz,0,de_DE,www.amazon.de,0,0,3167641,2018-11-10 19:28:19.0,kitchen,3167641,1143733911,B00P54LVEA,B00P54LVEA,,3,1,1,1,0,1,1,0,10.99,1,1,1,1,,0,0,0,,1,0,0,1,0,0,0,DE
2017-05-09 09:43:00,4,shoes,PC Browser,Desktop,329682825,kw,276-9733532-9164864,1494322979,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&ajr=0&field-keywords=gabor damen comfort&rh=n:4455893031,k:gabor damen comfort&url=node=4455893031",,,Mac OS X,10.10.5,,Generic Desktop,91.119.229.,,gabor damen comfort,0,en_GB,www.amazon.de,0,0,4455893031,2017-05-09 09:46:45.0,shoes,4455893031,1143733911,,,,3,0,0,0,0,0,0,0,,1,0,0,1,1850568031,1,1,0,1872399031,0,,,,0,0,,DE
2018-05-12 18:48:38,4,aps,PC Browser,Desktop,19657540,kw,276-9733532-9164864,1526150917,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=2PNQCZL24EQUK&field-keywords=bestseller biographien&sprefix=bestseller biogra,aps,200&url=search-alias=aps",,,Mac OS X,10.10.5,,Generic Desktop,91.119.109.,,bestseller biographien,0,de_DE,www.amazon.de,0,0,301128,2018-05-12 19:26:16.0,aps,301128,1143733911,,,,4,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2016-04-20 12:07:28,4,electronics,,Desktop,,br,278-8251636-8531620,1461154048,0,1,0,,,,Mac OS X,10.11.4,,Generic Desktop,,,,0,de_DE,,,,570278,2016-04-20 12:15:11.0,electronics,570278,1143733911,B00TKGVBCG,B00TKGVBCG,,9,2,2,2,0,2,2,0,201.67,1,1,1,1,"4915415031,4932228031",2,2,0,"4915417031,4932235031",1,,,,0,0,,DE
2017-05-09 09:33:34,4,shoes,PC Browser,Desktop,329682825,kw,276-9733532-9164864,1494322413,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=1KSPGR0F4O5KI&field-keywords=badelatschen herren&sprefix=badelat,shoes,212&url=search-alias=shoes",,,Mac OS X,10.10.5,,Generic Desktop,91.119.229.,,badelatschen herren,0,en_GB,www.amazon.de,0,0,4455894031,2017-05-09 09:34:40.0,shoes,4455894031,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,0,0,0,,DE
2017-12-14 07:45:14,4,aps,Mobile Browser,Smartphone,436137623,kw,280-2749959-8405368,1513237513,0,0,0,"ie=UTF8&page=1&rh=i:aps,k:avent glasflaschen set",,,iOS,11.1.1,,Apple iPhone,91.141.0.11,,avent glasflaschen set,0,de_DE,www.amazon.de,0,0,301128,2017-12-14 10:28:15.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,,DE
2018-09-29 06:53:39,4,electronics,PC Browser,Desktop,598087330,kw,257-1690904-5573168,1538204019,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=1PSLBWX24A2J7&field-keywords=lenovo t520&sprefix=lenovo,luggage,204&url=search-alias=luggage",,,macOS,10.13.6,,Generic Desktop,91.119.114.,,lenovo t520,0,de_DE,www.amazon.de,0,0,562066,2018-09-29 06:53:39.0,electronics,562066,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,0,DE
2017-01-04 20:45:16,4,aps,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483562715,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&crid=1RW4RTFWWINMY&field-keywords=teutonia+beyou+regenschutz&fromApp=gp&fromPage=corr-results&fromPageConstruction=auisearch&oqid=1483562715&ref=nb_sb_ss_i_6_14?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:teutonia beyou&section=ATF,BTF&sprefix=teutonia+beyou%2Caps%2C215&url=search-alias%3Daps&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,teutonia beyou,0,en_GB,www.amazon.de,0,0,301128,2017-01-04 20:45:16.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,1,0,1,,DE
2018-09-05 21:14:54,4,aps,PC Browser,Desktop,530271687,kw,257-1690904-5573168,1536182094,0,0,1,_encoding=UTF8&camp=1634&creative=19450&field-keywords=Internet der Dinge&linkCode=ur2&tag=754-21,,,macOS,10.13.6,,Generic Desktop,91.119.114.,,internet der dinge,0,de_DE,www.amazon.de,0,0,301128,2018-09-05 21:14:54.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE
2018-09-29 13:23:12,4,electronics,PC Browser,Desktop,598087330,kw,257-1690904-5573168,1538227391,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=lenovo ssd&url=search-alias=electronics,,,macOS,10.13.6,,Generic Desktop,91.119.114.,,lenovo ssd,0,de_DE,www.amazon.de,0,0,562066,2018-09-29 13:23:12.0,electronics,562066,1143733911,,,,5,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2017-01-16 19:31:24,4,prime-instant-video,PC Browser,Desktop,300789913,ed,254-7385743-6399034,1484595083,1,1,0,"_encoding=UTF8&field-theme_browse-bin=3015969031&node=3279204031,3356019031&pf_rd_i=home&pf_rd_m=A3JWKAKR8XB7XF&pf_rd_p=1011105387&pf_rd_r=WKC6M7EXANM16KNYY8P0&pf_rd_s=center-17&pf_rd_t=12401&search-alias=prime-instant-video",,,Mac OS X,10.11.6,,Generic Desktop,91.119.103.,,,0,de_DE,www.amazon.de,0,0,3356019031,2017-01-16 19:32:44.0,prime-instant-video,3356019031,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2017-05-09 09:36:14,4,shoes,PC Browser,Desktop,329682825,kw,276-9733532-9164864,1494322573,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=badelatschen damen&url=search-alias=shoes,,,Mac OS X,10.10.5,,Generic Desktop,91.119.229.,,badelatschen damen,0,en_GB,www.amazon.de,0,0,4455893031,2017-05-09 09:37:03.0,shoes,4455893031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,0,0,1,,DE
2017-06-21 10:43:13,4,aps,Mobile Browser,Smartphone,388555947,kw,280-2749959-8405368,1498041793,0,0,0,ie=UTF8&k=Mattel Barbie,,,iOS,10.3.2,,Apple iPhone,85.127.10.1,,mattel barbie,0,de_DE,www.amazon.de,0,0,301128,2017-06-21 10:43:13.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2017-09-29 19:58:25,4,aps,PC Browser,Desktop,426720925,kw,258-1313753-1817369,1506715104,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&crid=131WK90BSLYH2&field-keywords=nappaleder jacke herren&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&ie=UTF8&keywords=rindleder+jacke&oqid=1506715104&page=2&qid=1506714949&ref=sr_pg_2?rh=i%3Aaps%2Ck%3Arindleder+jacke&rh=i:aps,k:nappaleder jacke herren&section=BTF&sprefix=napaleder jacke,aps,213&url=search-alias=aps&version=2",,,macOS,10.12.6,,Generic Desktop,91.119.105.,,nappaleder jacke herren,0,de_DE,www.amazon.de,0,0,301128,2017-09-29 19:59:54.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,0,0,0,,DE
2017-09-29 20:18:16,4,aps,PC Browser,Desktop,426720925,kw,258-1313753-1817369,1506716296,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=tom tailor kanton&url=search-alias=aps,,,macOS,10.12.6,,Generic Desktop,91.119.105.,,tom tailor kanton,0,de_DE,www.amazon.de,0,0,301128,2017-09-29 20:18:16.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2017-09-29 20:18:25,4,aps,PC Browser,Desktop,426720925,kw,258-1313753-1817369,1506716305,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=unknown&crid=3BWGB1YWAUD4Q&field-keywords=tom+tailor+kanton&fromApp=gp&fromPage=corr-results&fromPageConstruction=auisearch&oqid=1506716305&ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:tom tailor lederjacke herren&section=BTF&sprefix=tom tailor leder,aps,271&url=search-alias%3Daps&version=2",,,macOS,10.12.6,,Generic Desktop,91.119.105.,,tom tailor lederjacke herren,0,de_DE,www.amazon.de,0,0,301128,2017-09-29 20:55:45.0,aps,301128,1143733911,,,,4,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,,DE
2018-11-20 19:03:58,4,aps,PC Browser,Desktop,338556854,kw,260-5897568-3602806,1542740644,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&field-keywords=fillikid&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1542740644&ref=nb_sb_noss_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:fillikid fuÃsack&section=BTF&url=search-alias%3Daps&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.114.,,fillikid fußsack,0,de_DE,www.amazon.de,0,0,301128,2018-11-20 19:05:46.0,aps,301128,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,0,DE
2016-08-26 13:34:36,4,aps,,Desktop,,kw,278-8251636-8531620,1472218476,0,0,1,,,,Mac OS X,10.11.6,,Generic Desktop,93.235.205.,,arduino starter kit,0,de_DE,,,,301128,2016-08-26 14:13:36.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,,1,0,,DE
2016-05-09 19:06:05,4,aps,,Desktop,,kw,276-9733532-9164864,1462820765,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,bentgo,0,de_DE,,,,301128,2016-05-09 19:07:26.0,aps,301128,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-11-01 22:12:17,4,instant-video,,Tablet,,kw,255-3025057-6821601,1478038335,0,0,0,,,,iOS,9.3.5,,Apple iPad,91.119.235.,,madagascar 2,0,de_DE,www.amazon.de,,,3010075031,2016-11-01 22:12:17.0,instant-video,3010075031,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2018-04-28 06:56:52,4,aps,Mobile Browser,Smartphone,546002560,kw,280-2749959-8405368,1524898612,0,0,0,adgrpid=52344028239&hvadid=259071423029&hvdev=m&hvlocphy=9062729&hvnetw=g&hvpos=1t3&hvqmt=b&hvrand=15554206686019886296&hvtargid=kwd-300555869963&ie=UTF8&index=aps&keywords=glycerin pflanzlich&ref=pd_sl_8p6n7qoeb4_b&tag=hydrdespg-21,,,iOS,11.3,,Apple iPhone,178.115.129,,glycerin pflanzlich,0,de_DE,www.amazon.de,0,0,301128,2018-04-28 06:56:52.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2017-03-01 13:53:34,4,specialty-aps,PC Browser,Desktop,326262979,br,254-7385743-6399034,1488376413,0,0,0,_encoding=UTF8&field-lbr_brands_browse-bin=Ultimaker,,,Mac OS X,10.11.6,,Generic Desktop,193.170.153,,,0,de_DE,www.amazon.de,0,0,7087855031,2017-03-01 13:53:34.0,specialty-aps,7087855031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,,1,0,,DE
2017-10-27 18:46:15,4,toys,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1509129974,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=piratenhut&url=search-alias=toys,,,Mac OS X,10.10.5,,Generic Desktop,91.119.98.1,,piratenhut,0,de_DE,www.amazon.de,0,0,12950651,2017-10-27 18:46:47.0,toys,12950651,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,,DE
2017-10-11 21:45:07,4,aps,PC Browser,Desktop,426720925,kw,258-1313753-1817369,1507758307,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=RK1JY3UY13RD&field-keywords=solid lederjacke herren&sprefix=solid led,aps,199&url=search-alias=aps",,,macOS,10.12.6,,Generic Desktop,91.119.218.,,solid lederjacke herren,0,de_DE,www.amazon.de,0,0,301128,2017-10-11 21:45:07.0,aps,301128,1143733911,,,,3,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,,DE
2017-10-27 18:42:34,4,toys,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1509129753,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=grid&crid=2IJ9WBNRNZYPP&field-keywords=playmobil+piraten&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1509129753&ref=nb_sb_noss_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=n:12950651,k:piratensÃ¤bel&section=ATF,BTF&sprefix=piraten zu,toys,305&url=search-alias%3Dtoys&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.98.1,,piratensäbel,0,de_DE,www.amazon.de,0,0,12950651,2017-10-27 18:44:18.0,toys,12950651,1143733911,,,,4,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,0,0,0,,DE
2016-02-22 22:05:19,4,aps,,Desktop,,kw,278-8251636-8531620,1456178719,0,0,1,,,,Mac OS X,10.11.3,,Generic Desktop,,,open design,0,,,,,301128,2016-02-22 22:05:46.0,english-books,52044011,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,2,429332031,1,1,0,429334031,0,,,,1,0,,DE
2017-01-04 21:11:26,4,baby,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483564285,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=25R4WNPD6FP3T&field-keywords=babyphone avent&sprefix=babyphone avent,aps,209&url=search-alias=baby",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,babyphone avent,0,en_GB,www.amazon.de,0,0,355007011,2017-01-04 21:12:23.0,baby,355007011,1143733911,,,,3,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,1,0,0,,DE
